ROL3,Language,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
lqr,Logir,1,4,N,1,,,,N,N,,1,Christianity
log,Logo,1,5,N,4,,2015,1924-2008,Y,Y,log,1,Christianity
lof,Logol,1,1,Y,0,,,,N,N,,6,Islam
liu,Logorik,1,1,Y,3,,,2004,N,Y,,4,Ethnic Religions
gda,"Lohar, Gade",1,1,Y,2,,,,N,N,,5,Hinduism
lhl,"Lohar, Lahul",1,1,Y,0,,,,N,Y,,2,Buddhism
lbr,Lohorung,,,N,3,,,2014,Y,Y,,,
yaz,Lokaa,1,5,N,4,,2006-2015,1967-1984,Y,Y,,1,Christianity
lok,Loko,1,1,Y,4,,1983,Yes,Y,Y,,4,Ethnic Religions
lky,Lokoya,1,4,N,1,,,,N,Y,,4,Ethnic Religions
lcd,Lola,1,1,Y,1,,,,N,N,,6,Islam
llq,Lolak,,,N,0,,,,N,N,,,
llg,Lole,1,4,N,4,,2004-2019,Yes,N,Y,,1,Christianity
llb,Lolo,1,2,N,4,,2017,2008,Y,N,,4,Ethnic Religions
loa,Loloda,1,4,N,3,,,1915-1947,N,Y,,1,Christianity
ycl,Lolopo,3,1,Y,4,,2016,Yes,N,Y,,4,Ethnic Religions
ysp,"Lolopo, Southern",1,1,Y,1,,,,N,Y,,4,Ethnic Religions
loi,Loma,1,1,Y,1,,,,N,N,,4,Ethnic Religions
lom,Loma,1,4,N,4,,1971,1949-1967,Y,Y,lom,4,Ethnic Religions
lmv,Lomaiviti,1,5,N,1,,,,N,N,,1,Christianity
rmi,Lomavren,1,4,N,0,,,,N,N,,1,Christianity
lmo,Lombard,3,3,N,3,,,1859-1995,N,N,,1,Christianity
lmi,Lombi,1,5,N,2,,,,N,Y,,1,Christianity
loo,Lombo,1,4,N,0,,,,N,N,,1,Christianity
ngl,Lomwe,1,5,N,5,2017,1930-1983,1917-1993,Y,Y,,1,Christianity
lon,"Lomwe, Malawi",1,5,N,5,2019,2014,2010,Y,N,,1,Christianity
ttw,Long Wat,1,4,N,1,,,,N,Y,,1,Christianity
lgu,Longgu,1,5,N,3,,,1916,N,Y,,1,Christianity
wok,Longto,1,1,Y,1,,,,N,N,,6,Islam
lnu,Longuda,1,5,N,4,,1978,1975,Y,Y,,4,Ethnic Religions
los,Loniu,1,5,N,1,,,,N,Y,,1,Christianity
crc,Lonwolwol,1,5,N,3,,,1899-1949,N,Y,,1,Christianity
lnz,Lonzo,1,4,N,1,,,,N,N,,1,Christianity
ldo,Loo,1,4,N,2,,,,N,Y,,4,Ethnic Religions
lop,Lopa,1,1,Y,0,,,,N,Y,,6,Islam
lov,Lopi,1,5,N,1,,,,N,N,,4,Ethnic Religions
lpx,Lopit,1,4,N,2,,,,N,N,,4,Ethnic Religions
lrn,Lorang,1,4,N,1,,,,N,N,,1,Christianity
lnn,Lorediakarkar,1,5,N,1,,,,N,N,,4,Ethnic Religions
uvl,Lote,1,5,N,4,,2009-2015,1993-2004,Y,N,1255,1,Christianity
dtr,Lotud,1,4,N,3,,,1992,N,N,,4,Ethnic Religions
loj,Lou,1,5,N,3,,,1992,N,N,,1,Christianity
lou,Louisiana Creole,,,N,0,,,,N,N,,,
vnk,Lovono,,,N,0,,,,N,Y,,,
urr,Loyop,1,5,N,1,,,,N,N,,1,Christianity
loz,Lozi,5,5,N,5,1951-2010,1925-1939,1922-1957,Y,Y,825,1,Christianity
khb,Lu,9,1,Y,4,,1933,1921-1932,Y,Y,,2,Buddhism
lex,Luang,1,4,N,4,,2005,1995-1997,N,Y,1169,1,Christianity
lua,Luba-Kasai,3,5,N,5,1927-2003,1920-1982,1913-1962,Y,Y,,1,Christianity
lub,Luba-Katanga,1,5,N,5,1951-2009,1923-1980,1921-1948,Y,Y,,1,Christianity
kcc,Lubila,1,5,N,1,,,,N,Y,,1,Christianity
lcf,Lubu,1,1,Y,1,,,,N,N,,6,Islam
lch,Luchazi,3,5,N,5,1963-1975,1935,1957,Y,Y,,1,Christianity
luq,Lucumi,,,N,0,,,,N,N,,,
lud,Ludian,1,3,N,0,,,,N,N,,1,Christianity
ldq,Lufu,1,4,N,0,,,,N,Y,,1,Christianity
lgg,Lugbara,2,5,N,5,1966-2008,1936-1978,1922-1964,Y,Y,,1,Christianity
ruf,Luguru,1,5,N,4,,2014,2007-2012,Y,Y,915,1,Christianity
lcq,Luhu,1,1,Y,1,,,,N,N,,6,Islam
ida,Luidakho-Luisukha-Lutirichi,3,5,N,5,2013-2014,2006,2000,Y,Y,,1,Christianity
lum,Luimbi,1,5,N,3,,,1935-1939,N,Y,,1,Christianity
lui,Luiseno,,,N,0,,,,N,Y,,,
lkb,Lukabaras,1,5,N,2,,,,N,N,,1,Christianity
dop,Lukpa,2,4,N,5,2001-2009,1977,1956-1991,Y,Y,,4,Ethnic Religions
rag,Lulogooli,1,5,N,5,1951-2008,1925-1996,1911-1939,Y,Y,,1,Christianity
lup,Lumbu,2,4,N,3,,,1933-1966,N,Y,,1,Christianity
lmd,Lumun,1,1,Y,4,,2019,1998-2011,Y,Y,,6,Islam
luj,Luna,1,5,N,5,1927-1932,1911-1930,1905-1927,N,Y,,1,Christianity
luk,Lunanakha,1,1,Y,1,,,,N,N,,2,Buddhism
lun,Lunda,4,5,N,5,1962-2012,1918-1929,1914-1946,Y,Y,,1,Christianity
lnd,Lundayeh,3,5,N,5,1982,1962,1947,N,Y,,1,Christianity
lga,Lungga,1,5,N,4,,2002-2004,2001,Y,Y,,1,Christianity
lrc,"Luri, Northern",2,1,Y,3,,,Yes,Y,Y,,6,Islam
luz,"Luri, Southern",2,1,Y,0,,,,N,Y,,6,Islam
lse,Lusengo,1,4,N,3,,,1898-1920,N,Y,,1,Christianity
lut,Lushootseed,,,N,0,,,,N,N,,,
khl,Lusi,1,5,N,2,,,,N,Y,,1,Christianity
lts,Lutachoni,1,5,N,3,,,2018,Y,N,,1,Christianity
ndy,Lutos,2,5,N,4,,2015,2013,N,Y,,4,Ethnic Religions
lue,Luvale,3,5,N,5,1955-1970,1928-2010,1902-1951,Y,Y,,1,Christianity
luv,Luwati,1,1,Y,1,,,,N,N,,6,Islam
lwo,Luwo,1,4,N,4,,2003-2011,1954-1995,Y,Y,lwo,4,Ethnic Religions
ltz,Luxembourgish,5,3,N,4,,2017,2000,N,Y,,1,Christianity
lyn,Luyana,1,5,N,3,,,2015,Y,Y,,1,Christianity
lwa,Lwalu,2,4,N,2,,,,N,N,,1,Christianity
lee,Lyele,1,4,N,4,,2001-2007,1968-1999,Y,Y,lee,4,Ethnic Religions
lyg,Lyngngam,1,3,N,2,,,,N,Y,,1,Christianity
mjn,Ma,1,4,N,2,,,,N,N,,4,Ethnic Religions
msj,Ma,1,4,N,2,,,,N,Y,,1,Christianity
skc,Ma Manda,1,5,N,2,,,,N,N,,1,Christianity
mhy,Ma'anyan,1,4,N,4,,1999,1950,Y,Y,,4,Ethnic Religions
mhi,Ma'di,3,5,N,4,,1977,1935-1938,Y,Y,,1,Christianity
snm,"Ma'di, Southern",1,5,N,3,,,2014-2017,Y,Y,,1,Christianity
myf,Ma'we's Aas'e',1,1,Y,0,,,,N,N,,6,Islam
slz,Ma'ya,1,4,N,1,,,,N,Y,,1,Christianity
cma,Maa,1,5,N,0,,,,N,Y,,4,Ethnic Religions
mew,Maaka,1,2,N,1,,,,N,N,,6,Islam
mev,Maan,2,2,N,4,,1978,1946-1987,Y,Y,,4,Ethnic Religions
mas,Maasai,5,5,N,5,1991-2020,1923-1967,1905-1961,Y,Y,mas,4,Ethnic Religions
ymm,Maay,5,1,Y,3,,,2006-2007,Y,Y,,6,Islam
mde,Maba,2,1,Y,2,,,,N,Y,,6,Islam
mqa,Maba,1,1,Y,1,,,,N,N,,6,Islam
mmz,Mabaale,1,4,N,1,,,,N,Y,,1,Christianity
mfz,Mabaan,2,4,N,5,2017,1988-2002,1947-1997,N,Y,,4,Ethnic Religions
muj,Mabire,,,N,0,,,,N,N,,,
mcl,Macaguaje,,,N,0,,,,N,N,,,
mbn,Macaguan,1,5,N,1,,,,N,N,,4,Ethnic Religions
mzs,Macanese,,,N,0,,,,N,N,,,
mkd,Macedonian,30,3,N,5,1990-2017,1967-1976,1952-1959,Y,Y,322,1,Christianity
jmc,Machame,1,5,N,5,2016,2000,1932,Y,Y,,1,Christianity
mpd,Machinere,2,5,N,4,,1960-2008,1960,N,Y,,1,Christianity
mvw,Machinga,1,2,N,0,,,,N,N,,6,Islam
wpc,Maco,1,4,N,4,,2014,Yes,N,N,,4,Ethnic Religions
myy,Macuna,5,4,N,4,,1989-2014,1978-1987,N,Y,1090,1,Christianity
mbc,Macushi,3,5,N,4,,1996-2013,1923-1975,N,Y,618,4,Ethnic Religions
mda,Mada,1,5,N,4,,1999-2008,1990,Y,Y,mda,1,Christianity
mxu,Mada,1,2,N,3,,,1989,N,Y,,6,Islam
mmx,Madak,1,5,N,4,,1995-2014,1982-2011,N,Y,1099,1,Christianity
grg,Madi,1,5,N,3,,,2011-2014,N,N,,1,Christianity
mad,Madura,4,1,Y,5,1994,Yes,1890-1987,Y,Y,,6,Islam
mme,Mae,1,5,N,2,,,,N,Y,,1,Christianity
mwo,"Maewo, Central",1,5,N,3,,,1906,N,N,,1,Christianity
maf,Mafa,2,2,N,5,1978-1989,1965,1958-1961,Y,Y,908,6,Islam
mkv,Mafea,1,5,N,0,,,,N,N,,1,Christianity
mag,Magahi,274,1,Y,4,,1818-2016,1890-2009,Y,Y,,5,Hinduism
mgp,"Magar, Eastern",1,1,Y,4,,1991,1977-1984,Y,Y,,5,Hinduism
mrd,"Magar, Western",9,1,Y,3,,,2007,Y,Y,,5,Hinduism
gmd,Maghdi,1,1,Y,2,,,,N,N,,6,Islam
gkd,Magi,1,4,N,0,,,,N,N,,4,Ethnic Religions
mgu,Magi,1,5,N,4,,1936-1979,1907-1920,Y,Y,,1,Christianity
gmg,Magiyi,1,5,N,1,,,,N,N,,1,Christianity
gmx,Magoma,1,4,N,2,,,,N,Y,,1,Christianity
zgr,Magori,,,N,1,,,,N,N,,,
mdh,Maguindanaon,1,1,Y,0,,,,Y,Y,,6,Islam
mhe,Mah Meri,1,1,Y,1,,,,N,N,,4,Ethnic Religions
mjx,Mahali,5,2,N,3,,,2020,N,Y,,5,Hinduism
mhb,Mahongwe,1,4,N,0,,,,N,N,,1,Christianity
mxx,Mahou,1,1,Y,3,,,2001-2019,N,Y,,6,Islam
ayz,Mai Brat,1,1,Y,4,,2004-2007,1990-2000,Y,Y,,4,Ethnic Religions
sks,Maia,1,5,N,3,,,1988-2013,N,N,,1,Christianity
mzz,Maiadomu,1,5,N,3,,,2009-2022,N,Y,1406,1,Christianity
tnh,Maiani,1,5,N,3,,,1982-1988,N,N,,1,Christianity
nmu,"Maidu, Northeast",,,N,0,,,,N,N,,,
mjd,"Maidu, Northwest",,,N,0,,,,N,N,,,
mmm,Maii,1,5,N,1,,,,N,Y,,1,Christianity
ore,Maijuna,1,3,N,3,,,1967-2010,N,Y,,1,Christianity
cwb,Maindo,1,4,N,2,,,,N,N,,4,Ethnic Religions
zrs,Mairasi,1,3,N,4,,2004,1986-1999,N,Y,,1,Christianity
mbq,Maisin,1,5,N,3,,,2001-2006,N,Y,,1,Christianity
mai,Maithili,408,1,Y,4,,1986-2010,Yes,Y,Y,1302,5,Hinduism
mti,Maiwa,1,5,N,4,,2011-2014,2004,N,Y,360,1,Christianity
wmm,Maiwa,2,1,Y,3,,,2020,Y,N,,6,Islam
mum,Maiwala,1,5,N,1,,,,N,Y,,1,Christianity
mpe,Majang,2,5,N,4,,2017,1993–2009,Y,Y,,1,Christianity
xmj,Majera,2,2,N,1,,,,N,N,,6,Islam
mjz,Majhi,5,1,Y,3,,,2021,Y,Y,,5,Hinduism
mmj,Majhwar,1,1,Y,2,,,,N,N,,5,Hinduism
mkg,Mak,1,1,Y,0,,,,N,Y,,4,Ethnic Religions
pbl,Mak,1,2,N,1,,,,N,Y,,4,Ethnic Religions
mca,Maka,1,4,N,4,,2013-2014,1985-2013,N,Y,1108,4,Ethnic Religions
mcp,Makaa,1,4,N,4,,2014-2018,1997-2003,Y,Y,1143,1,Christianity
myh,Makah,,,N,0,,,,N,Y,,,
mjb,Makalero,1,4,N,2,,,,N,N,,1,Christianity
mkz,Makasae,1,4,N,2,,,,N,Y,,1,Christianity
mak,Makasar,1,1,Y,5,1900-1999,1888,1864-1875,Y,Y,,6,Islam
aup,Makayam,1,5,N,3,,,2009,N,Y,,1,Christianity
vmw,Makhuwa,4,5,N,5,1982-2000,Yes,1946,Y,Y,,1,Christianity
xmc,Makhuwa-Marrevone,1,2,N,2,,,,N,N,,4,Ethnic Religions
mgh,Makhuwa-Meetto,5,4,N,5,1982,Yes,1927-2009,N,Y,mgh,4,Ethnic Religions
mhm,Makhuwa-Moniga,1,2,N,2,,,,N,N,,4,Ethnic Religions
xsq,Makhuwa-Saka,1,4,N,1,,,,N,N,,4,Ethnic Religions
vmk,Makhuwa-Shirima,1,2,N,5,Yes,2000,2000,N,Y,,4,Ethnic Religions
mky,"Makian, East",1,1,Y,1,,,,N,N,,6,Islam
mqs,"Makian, West",1,1,Y,1,,,,N,N,,6,Islam
mgf,Maklew,1,4,N,1,,,,N,Y,,1,Christianity
kde,Makonde,5,4,N,4,,2013-2014,2008,Y,Y,1174,6,Islam
mpu,Makurap,1,4,N,0,,,,N,N,,1,Christianity
lva,Makuva,,,N,0,,,,N,Y,,,
ymk,Makwe,2,1,Y,1,,,,N,Y,,6,Islam
mlf,Mal,2,1,Y,4,,1994-2015,1983,N,Y,,4,Ethnic Religions
mkb,Mal Paharia,44,3,N,5,2018,Yes,1994,Y,Y,,5,Hinduism
mmt,Mala,1,5,N,1,,,,N,N,,1,Christianity
ped,Mala,1,2,N,3,,,1982-1988,N,N,,4,Ethnic Religions
ruy,Mala,1,4,N,1,,,,N,Y,,4,Ethnic Religions
ima,Mala Malasar,,,N,2,,,,N,N,,,
ccm,Malaccan Malay Creole,,,N,0,,,,N,N,,,
mcm,Malaccan Portuguese Creole,2,4,N,3,,,1884,N,N,,1,Christianity
mzc,Malagasy Sign Language,1,,N,1,,,,N,N,,1,Christianity
xmv,"Malagasy, Antankarana",1,1,Y,3,,,2014,Y,Y,,6,Islam
bhr,"Malagasy, Bara",1,3,N,3,,,2011,Y,Y,,1,Christianity
msh,"Malagasy, Masikoro",1,2,N,3,,,2008-2015,Y,N,,4,Ethnic Religions
plt,"Malagasy, Merina",20,5,N,5,1835-2011,1830-1990,1828-1987,Y,Y,814,1,Christianity
bmm,"Malagasy, Northern Betsimisaraka",1,2,N,3,,,2014,Y,Y,,4,Ethnic Religions
skg,"Malagasy, Sakalava",3,2,N,3,,,2006,Y,Y,,4,Ethnic Religions
bzc,"Malagasy, Southern Betsimisaraka",1,4,N,3,,,2014,Y,N,,4,Ethnic Religions
tdx,"Malagasy, Tandroy-Mahafaly",2,2,N,3,,,2012-2014,Y,Y,,4,Ethnic Religions
txy,"Malagasy, Tanosy",1,3,N,3,,,2014,Y,Y,,1,Christianity
tkg,"Malagasy, Tesaka",1,4,N,3,,,2014,Y,Y,,4,Ethnic Religions
xmw,"Malagasy, Tsimihety",1,2,N,3,,,1924,Y,Y,,4,Ethnic Religions
mpb,Malak Malak,,,N,0,,,,N,N,,,
mln,Malango,1,5,N,2,,,,N,Y,,1,Christianity
mjo,Malankuravan,2,1,Y,2,,,,N,N,,5,Hinduism
mjp,Malapandaram,,,N,2,,,,N,N,,,
mjq,Malaryan,,,N,0,,,,N,N,,,
ymr,Malasar,,,N,2,,,,N,N,,,
mjr,Malavedan,,,N,2,,,,N,N,,,
lws,Malawian Sign Language,1,,N,1,,,,N,N,,1,Christianity
zlm,Malay,42,1,Y,5,2015,1668-1974,1629-1932,Y,Y,,6,Islam
abs,"Malay, Ambonese",11,5,N,4,,1877-1883,1931-2016,Y,Y,,1,Christianity
mbf,"Malay, Baba",2,4,N,4,,1835-2016,1891-1912,N,Y,,4,Ethnic Religions
btj,"Malay, Bacanese",1,4,N,0,,,,N,N,,6,Islam
mhp,"Malay, Balinese",1,1,Y,1,,,,N,Y,,6,Islam
bpq,"Malay, Banda",1,1,Y,1,,,,N,N,,6,Islam
bve,"Malay, Berau",1,1,Y,1,,,,N,N,,6,Islam
bvu,"Malay, Bukit",1,1,Y,3,,,2021,Y,Y,,4,Ethnic Religions
pse,"Malay, Central",10,1,Y,4,,1995,Yes,Y,Y,,6,Islam
coa,"Malay, Cocos Islands",3,1,Y,1,,,,N,N,,6,Islam
jax,"Malay, Jambi",2,1,Y,3,,,2020,Y,Y,,6,Islam
meo,"Malay, Kedah",1,1,Y,0,,,,N,N,,6,Islam
mqg,"Malay, Kota Bangun Kutai",1,1,Y,3,,,2020,Y,Y,,6,Islam
mkn,"Malay, Kupang",1,4,N,4,,2007-2016,1999-2002,N,Y,1287,1,Christianity
lrt,"Malay, Larantuka",1,1,Y,0,,,,N,N,,6,Islam
xmm,"Malay, Manado",2,5,N,4,,2017,2003-2012,Y,Y,,1,Christianity
max,"Malay, North Moluccan",1,1,Y,4,,2020,2005-2012,Y,Y,,6,Islam
pmy,"Malay, Papuan",1,1,Y,3,,,2013-2017,Y,Y,2690,6,Islam
mfa,"Malay, Pattani",1,1,Y,4,,1981,1981,Y,Y,,6,Islam
msi,"Malay, Sabah",,,N,2,,,,N,Y,,,
zsm,"Malay, Standard",,,N,5,1733-2016,1668-1974,1629-1932,N,Y,402,,
vkt,"Malay, Tenggarong Kutai",1,1,Y,3,,,2020,Y,N,,6,Islam
mal,Malayalam,454,3,N,5,1841-2016,1829-1995,1811-1968,Y,Y,mal,5,Hinduism
xdy,Malayic Dayak,1,4,N,4,,2021,2018,Y,Y,,6,Islam
mlz,Malaynon,1,4,N,0,,,,N,N,,1,Christianity
mbp,Malayo,1,1,Y,2,,,,N,Y,,4,Ethnic Religions
xml,Malaysian Sign Language,1,,N,3,,,2020,N,N,,6,Islam
div,Maldivian,3,1,Y,3,,,1997-2017,Y,Y,,6,Islam
mdy,Male,1,5,N,5,2007-2017,Yes,Yes,Y,Y,mdy,4,Ethnic Religions
pqm,Malecite-Passamaquoddy,2,5,N,3,,,1870,N,Y,,1,Christianity
hot,Malei,2,5,N,4,,2010-2014,1988,Y,Y,1026,1,Christianity
gut,Maleku Jaika,1,4,N,0,,,,N,Y,,1,Christianity
pkt,Maleng,2,4,N,1,,,,N,Y,,4,Ethnic Religions
mgl,Maleu-Kilenge,1,5,N,4,,1936-2014,1990,N,Y,,1,Christianity
mxf,Malgbe,2,5,N,1,,,,N,N,,1,Christianity
gcc,Mali,1,5,N,2,,,,N,N,,1,Christianity
bog,Malian Sign Language,,,N,1,,,,N,N,,,
mgq,Malila,1,4,N,4,,2020,2010-2015,Y,N,,4,Ethnic Religions
mzd,Malimba,1,4,N,1,,,,N,N,,1,Christianity
mli,Malimpung,1,1,Y,1,,,,N,N,,6,Islam
mla,Malo,1,5,N,4,,1954,1892-1954,N,Y,,1,Christianity
mbk,Malol,1,4,N,3,,,2011-2018,N,N,,1,Christianity
mlt,Maltese,9,3,N,5,1926-2010,1847-1959,1822-1872,Y,Y,,1,Christianity
mdl,Maltese Sign Language,1,,N,3,,,2008-2020,N,N,,1,Christianity
mll,Malua Bay,1,5,N,1,,,,N,N,,1,Christianity
mup,Malvi,294,1,Y,4,,1826-2015,Yes,Y,Y,,5,Hinduism
mam,Mam,10,5,N,5,1993-2012,1939-2003,1930-2003,Y,Y,654,1,Christianity
mma,Mama,1,4,N,0,,,,N,Y,,4,Ethnic Religions
wmd,Mamainde,2,5,N,3,,,1979-2008,Y,Y,,4,Ethnic Religions
mqj,Mamasa,2,4,N,4,,2011,1995-2004,Y,Y,383,1,Christianity
mgm,Mambae,1,4,N,0,,,,N,Y,,1,Christianity
mcs,Mambai,2,5,N,3,,,2011-2014,N,Y,,1,Christianity
mcu,"Mambila, Cameroon",1,5,N,4,,2001-2006,1992,N,Y,,6,Islam
mzk,"Mambila, Nigeria",1,2,N,4,,1977-2011,1973,Y,Y,,4,Ethnic Religions
mvd,Mamboru,1,2,N,2,,,,N,N,,4,Ethnic Religions
mgr,Mambwe-Lungu,2,5,N,5,2013,1901-1991,1893-1924,Y,Y,mgr,1,Christianity
maw,Mampruli,2,1,Y,4,,2001-2007,1943-1998,Y,Y,maw,4,Ethnic Religions
mqx,Mamuju,1,1,Y,3,,,2019,Y,Y,,6,Islam
kdf,Mamusi,1,5,N,3,,,2021,Y,N,,1,Christianity
mdi,Mamvu,1,5,N,3,,,1931,N,Y,,1,Christianity
mml,Man Met,1,1,Y,1,,,,N,Y,,2,Buddhism
mva,Manam,1,5,N,4,,1996-2014,1988,N,Y,1232,1,Christianity
mle,Manambu,1,5,N,4,,1979,1972,N,Y,,1,Christianity
pmr,Manat,1,5,N,0,,,,N,N,,1,Christianity
mnc,Manchu,1,4,N,4,,1835-1929,1822,N,N,,7,Non-Religious
ate,Mand,1,5,N,0,,,,N,N,,1,Christianity
mgs,Manda,1,5,N,4,,1937,1913-1928,N,Y,,1,Christianity
mha,Manda,,,N,0,,,,N,N,,,
mid,Mandaic,6,1,Y,0,,,,N,N,,8,Other / Small
myz,"Mandaic, Classical",,,N,0,,,,N,N,,,
mhq,Mandan,,,N,3,,,1905,N,N,,,
mdr,Mandar,2,1,Y,3,,,2003-2006,Y,Y,,6,Islam
tbf,Mandara,1,5,N,4,,2009,2006,Y,Y,,1,Christianity
mqu,Mandari,1,4,N,3,,,2008-2012,Y,Y,,1,Christianity
mry,Mandaya,3,4,N,2,,,,N,Y,,4,Ethnic Religions
mjl,Mandeali,169,1,Y,4,,2017,1970,Y,Y,2769,5,Hinduism
mqr,Mander,,,N,0,,,,N,N,,,
mnk,Mandinka,7,1,Y,5,2013,1989,1837-2000,Y,Y,,6,Islam
mzv,Mandja,2,5,N,2,,,,N,Y,,1,Christianity
mfv,Mandjak,4,2,N,4,,2020,1968,Y,Y,,4,Ethnic Religions
aax,Mandobo Atas,2,4,N,1,,,,N,N,,1,Christianity
bwp,Mandobo Bawah,1,4,N,1,,,,N,N,,1,Christianity
jet,Manem,2,4,N,1,,,,N,N,,4,Ethnic Religions
mkr,Manep,1,5,N,1,,,,N,N,,1,Christianity
zng,Mang,2,1,Y,1,,,,N,Y,,4,Ethnic Religions
mem,Mangala,,,N,0,,,,N,Y,,,
mrv,Mangareva,1,5,N,3,,,1908,N,N,,1,Christianity
mpc,Mangarrayi,,,N,0,,,,N,Y,,,
zns,Mangas,1,2,N,1,,,,N,Y,,4,Ethnic Religions
myj,Mangayat,,,N,0,,,,N,N,,,
mdj,Mangbetu,2,5,N,3,,,1988-2007,Y,Y,,1,Christianity
mdk,Mangbutu,1,5,N,0,,,,N,Y,,1,Christianity
mqy,Manggarai,1,3,N,4,,2013,Yes,Y,N,761,1,Christianity
mge,Mango,1,5,N,4,,2007-2019,1968,Y,N,,1,Christianity
mqc,Mangole,1,2,N,1,,,,N,N,,6,Islam
mbh,Mangseng,1,5,N,4,,1999-2014,1991,N,Y,1122,1,Christianity
mom,Mangue,,,N,0,,,,N,N,,,
abd,Manide,1,4,N,1,,,,N,N,,1,Christianity
mku,"Maninka, Konyanka",2,1,Y,3,,,2006,Y,Y,,6,Islam
msc,"Maninka, Sankaran",1,1,Y,3,,,2015-2017,N,Y,msc,6,Islam
emk,"Maninkakan, Eastern",11,1,Y,4,,1932-1993,1931-1964,Y,Y,,6,Islam
mwk,"Maninkakan, Kita",1,1,Y,3,,,2017,Y,N,,6,Islam
mlq,"Maninkakan, Western",6,1,Y,3,,,1997-2003,Y,Y,,6,Islam
mqp,Manipa,1,2,N,1,,,,N,N,,6,Islam
knf,Mankanya,3,2,N,4,,2014,2000-2005,Y,Y,1214,4,Ethnic Religions
nlm,Mankiyali,,,N,1,,,,N,N,,,
mju,Manna-Dora,,,N,2,,,,N,N,,,
mjv,Mannan,,,N,4,,2018,2012,N,Y,,,
msm,"Manobo, Agusan",2,4,N,4,,1999-2011,1962-1995,Y,Y,979,4,Ethnic Religions
atd,"Manobo, Ata",1,4,N,4,,2000,1974-1981,N,Y,1003,4,Ethnic Religions
mta,"Manobo, Cotabato",2,2,N,4,,1988-2005,1964-1997,Y,Y,1316,4,Ethnic Religions
mbd,"Manobo, Dibabawon",1,4,N,4,,1978-1987,1967,N,Y,1326,4,Ethnic Religions
mbi,"Manobo, Ilianen",1,4,N,4,,1989,1961-1981,N,Y,1310,4,Ethnic Religions
mkx,"Manobo, Kinamiging",1,5,N,2,,,,N,N,,4,Ethnic Religions
mbt,"Manobo, Matigsalug",2,4,N,4,,2010-2011,1972-2005,Y,Y,1002,4,Ethnic Religions
obo,"Manobo, Obo",1,4,N,4,,2011-2016,1941-1999,Y,Y,425,4,Ethnic Religions
mqk,"Manobo, Rajah Kabunsuwan",1,4,N,2,,,,N,N,,4,Ethnic Religions
mbs,"Manobo, Sarangani",1,5,N,4,,1982,1967-1985,Y,Y,1243,4,Ethnic Religions
mbb,"Manobo, Western Bukidnon",2,4,N,5,2016,1978-2003,1959-1965,Y,Y,928,4,Ethnic Religions
woo,Manombai,1,4,N,1,,,,N,N,,1,Christianity
msk,Mansaka,1,2,N,4,,1975,1959-1968,N,Y,1246,4,Ethnic Religions
mns,Mansi,1,1,Y,3,,,1868-2012,N,N,,4,Ethnic Religions
msw,Mansoanka,2,4,N,3,,,2011-2013,Y,Y,,6,Islam
myg,Manta,1,3,N,1,,,,N,N,,1,Christianity
nty,Mantsi,1,1,Y,1,,,,N,N,,4,Ethnic Religions
glv,Manx,,,N,5,1771-2017,1767-1775,1748-1767,N,N,1366,,
mzj,Manya,2,1,Y,3,,,2023,N,Y,,6,Islam
mny,Manyawa,1,4,N,2,,,,N,N,,1,Christianity
mxc,Manyika,2,5,N,4,,1908-1911,1903-1922,Y,Y,,1,Christianity
mmd,Maonan,1,4,N,1,,,,N,Y,,4,Ethnic Religions
mri,Maori,3,5,N,5,1858-2017,1837-1862,1833-1862,Y,Y,94,1,Christianity
mlh,Mape,1,5,N,4,,2008-2014,Yes,N,N,1386,1,Christianity
mnm,Mapena,1,5,N,1,,,,N,Y,,1,Christianity
mpw,Mapidian,,,N,0,,,,N,Y,,,
mcg,Mapoyo,,,N,0,,,,N,N,,,
arn,Mapudungun,3,5,N,4,,1997-2011,1901-1930,Y,Y,355,1,Christianity
sjm,Mapun,2,1,Y,4,,2021,1978-1998,Y,Y,,6,Islam
mch,Maquiritari,2,3,N,4,,1970,1957-1968,Y,Y,,1,Christianity
vmh,Maraghei,,,N,0,,,,N,Y,,,
mrs,Maragus,,,N,0,,,,N,N,,,
mrw,Maranao,1,1,Y,5,2013,1981,1937-1967,Y,Y,,6,Islam
wax,Marangis,1,5,N,2,,,,N,N,,1,Christianity
zmr,Maranunggu,,,N,0,,,,N,N,,,
mgb,Mararit,3,1,Y,1,,,,N,Y,,6,Islam
mar,Marathi,746,1,Y,5,1821-2019,1811-1982,1807-1957,Y,Y,mar,5,Hinduism
mvr,Marau,1,4,N,1,,,,N,Y,,1,Christianity
mpg,Marba,1,5,N,5,1999,1978,1967-1986,Y,Y,855,1,Christianity
vmr,Marenje,1,4,N,1,,,,N,N,,1,Christianity
mvu,Marfa,1,4,N,1,,,,N,N,,6,Islam
mrt,Marghi Central,1,5,N,4,,1985-1987,1940-1961,Y,Y,,1,Christianity
mfm,Marghi South,1,4,N,3,,,2013,Y,Y,,1,Christianity
hob,Mari,1,2,N,1,,,,N,N,,4,Ethnic Religions
mbx,Mari,1,5,N,1,,,,N,Y,,1,Christianity
mrj,"Mari, Hill",2,3,N,4,,1824-2014,1821-2006,N,N,,1,Christianity
