,ID3ROG3,Latitude,Longitude,PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
14098,12195ID,-2.83524,132.29336,12195,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14099,19294ID,-8.39245,123.45734,19294,ID,ila,0,Ile Ape,Ile Ape,P,17973,1,1,Y,3,NA,NA,2022,Y,N,NA,6,Islam
14100,12224ID,-2.07728,132.17113,12224,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14101,12224ID,-2.07728,132.17113,12224,ID,szp,0,Suabo,Suabo,P,NA,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14102,18503ID,-7.33458,109.71572,18503,ID,mfp,0,"Indonesian, Makassar","Indonesian, Makassar",S,NA,NA,NA,N,1,NA,NA,NA,N,N,NA,NA,NA
14103,12244ID,-3.04115,133.31417,12244,ID,irh,0,Irarutu,Irarutu,P,6654,1,4,N,3,NA,NA,1992-2000,N,N,NA,1,Christianity
14104,12265ID,-1.88083,138.54577,12265,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14105,12265ID,-1.88083,138.54577,12265,ID,srl,0,Isirawa,Isirawa,P,NA,2,4,N,4,NA,2005,1977-1992,N,Y,NA,1,Christianity
14106,12282ID,-2.27152,139.14884,12282,ID,itx,0,Itik,Itik,P,NA,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14107,12282ID,-2.27152,139.14884,12282,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14108,12310ID,-3.36006,129.31306,12310,ID,jal,0,Yalahatan,Yalahatan,P,1923,1,2,N,3,NA,NA,1990,N,N,NA,4,Ethnic Religions
14109,12318ID,-1.68768,102.83383,12318,ID,jax,0,"Malay, Jambi","Malay, Jambi",P,1051334,2,1,Y,3,NA,NA,2020,Y,Y,NA,6,Islam
14110,12331ID,-7.62366672,109.2365189,12331,ID,mfp,0,"Indonesian, Makassar","Indonesian, Makassar",S,NA,NA,NA,N,1,NA,NA,NA,N,N,NA,NA,NA
14111,12334ID,-6.95905533,109.1068425,12334,ID,mfp,0,"Indonesian, Makassar","Indonesian, Makassar",S,NA,NA,NA,N,1,NA,NA,NA,N,N,NA,NA,NA
14112,17000ID,-7.40618,111.07143,17000,ID,mfp,0,"Indonesian, Makassar","Indonesian, Makassar",S,NA,NA,NA,N,1,NA,NA,NA,N,N,NA,NA,NA
14113,18951ID,-2.33972,139.49986,18951,ID,jbr,0,Jofotek-Bromnya,Jofotek-Bromnya,P,246,1,2,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14114,12395ID,-8.17166,124.53522,12395,ID,klz,0,Kabola,Kabola,P,5566,1,4,N,2,NA,NA,NA,N,Y,NA,1,Christianity
14115,12397ID,-1.91414,132.50309,12397,ID,uka,0,Kaburi,Kaburi,P,1030,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14116,20996ID,-8.322921,124.3,20996,ID,jka,0,Kaera,Kaera,P,5847,1,4,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14117,12409ID,-8.36292,124.43976,12409,ID,kpu,0,Kafoa,Kafoa,P,1857,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14118,12417ID,-3.17226,128.20554,12417,ID,abs,0,"Malay, Ambonese","Malay, Ambonese",P,NA,11,5,N,4,NA,1877-1883,1931-2016,Y,Y,NA,1,Christianity
14119,12423ID,-0.96846,120.1006,12423,ID,lew,0,"Kaili, Ledo","Kaili, Ledo",P,399915,1,1,Y,4,NA,1999,1939-1997,Y,Y,NA,6,Islam
14120,12422ID,-0.85192,119.68242,12422,ID,unz,0,"Kaili, Unde","Kaili, Unde",P,32646,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14121,19591ID,-1.23088,119.56436,19591,ID,kzf,0,"Kaili, Da'a","Kaili, Da'a",P,67808,1,2,N,4,NA,1998-2016,1985-2010,Y,Y,NA,6,Islam
14122,12425ID,-5.65374,122.54133,12425,ID,zka,0,Kaimbulawa,Kaimbulawa,P,2835,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14123,12433ID,-4.16798,133.37902,12433,ID,kwh,0,Kowiai,Kowiai,P,NA,1,4,N,3,NA,NA,1985-1986,N,N,NA,6,Islam
14124,12433ID,-4.16798,133.37902,12433,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14125,12443ID,-1.32252,131.6331,12443,ID,kzz,0,Kalabra,Kalabra,P,NA,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14126,12443ID,-1.32252,131.6331,12443,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14127,12456ID,-2.39071,119.48071,12456,ID,kli,0,Kalumpang,Kalumpang,P,22815,1,4,N,3,NA,NA,2015,N,Y,NA,1,Christianity
14128,12461ID,-5.15702,123.04269,12461,ID,kgx,0,Kamaru,Kamaru,P,4511,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14129,12477ID,-4.37125,135.9067,12477,ID,kgq,0,Kamoro,Kamoro,P,13291,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14130,18746ID,-6.9757,115.34721,18746,ID,kkv,0,Kangean,Kangean,P,126161,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14131,12506ID,-8.55215,140.86965,12506,ID,kcd,0,"Kanum, Ngkalmpw","Kanum, Ngkalmpw",P,209,2,5,N,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
14132,19296ID,-8.90091,140.93022,19296,ID,kxq,0,"Kanum, Smarky","Kanum, Smarky",P,101,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14133,12507ID,-8.40173,140.97907,12507,ID,krz,0,"Kanum, Sota","Kanum, Sota",P,123,2,4,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14134,12515ID,-3.49018,139.72645,12515,ID,khp,0,Kapauri,Kapauri,P,243,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14135,12636ID,-6.74132,134.37473,12636,ID,kyd,0,Karey,Karey,P,702,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14136,12550ID,-0.7917,132.6704,12550,ID,kgw,0,Karon Dori,Karon Dori,P,NA,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14137,12550ID,-0.7917,132.6704,12550,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14138,12576ID,-6.28482,138.63404,12576,ID,aqm,0,Atohwaim,Atohwaim,P,1601,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14139,12579ID,-3.38922,140.09984,12579,ID,bpp,0,Kaure,Kaure,P,638,1,4,N,3,NA,NA,1990-1996,N,Y,NA,1,Christianity
14140,12580ID,-2.26126,138.17756,12580,ID,xau,0,Kauwera,Kauwera,P,658,1,4,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14141,12584ID,-0.07163,130.12417,12584,ID,kgb,0,Kawe,Kawe,P,NA,1,4,N,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
14142,12584ID,-0.07163,130.12417,12584,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14143,12595ID,-6.37344,138.91848,12595,ID,kyt,0,Kayagar,Kayagar,P,14888,1,4,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14144,12589ID,0.69311,115.33594,12589,ID,bfg,0,"Kayan, Busang","Kayan, Busang",P,5534,2,4,N,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
14145,12591ID,1.94085,115.87521,12591,ID,xkn,0,"Kayan, Kayan River","Kayan, Kayan River",P,3725,1,1,Y,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
14146,12590ID,0.81609,114.54005,12590,ID,xay,0,Kayan Mahakam,Kayan Mahakam,P,2207,1,1,Y,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14147,12592ID,1.01615,113.18409,12592,ID,xkd,0,"Kayan, Mendalam","Kayan, Mendalam",P,2771,1,1,Y,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14148,12593ID,1.41768,116.62194,12593,ID,whu,0,"Kayan, Wahau","Kayan, Wahau",P,917,1,4,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14149,12597ID,-3.4022505,104.8901518,12597,ID,kge,11753,Komering,Komering: Kayu Agung,P,23369,2,1,Y,3,NA,NA,2000-2003,Y,Y,NA,6,Islam
14150,12603ID,-8.24536,123.76931,12603,ID,ksx,0,Kedang,Kedang,P,35942,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14151,12604ID,-2.0468,139.02332,12604,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14152,19295ID,-3.15742,136.06005,19295,ID,khh,0,Kehu,Kehu,P,239,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14153,12605ID,-5.57778,133.07059,12605,ID,kei,0,Kei,Kei,P,118666,1,4,N,2,NA,NA,NA,N,Y,NA,1,Christianity
14154,12442ID,3.152917023,115.9074118,12442,ID,kzi,0,Kelabit,Kelabit,P,NA,2,4,N,3,NA,NA,1965,N,Y,NA,1,Christianity
14155,12613ID,-8.4,124.41601,12613,ID,kyo,0,Klon,Klon,P,5991,1,4,N,3,NA,NA,2020,N,Y,NA,1,Christianity
14156,12614ID,-9.04455,125.1372,12614,ID,kem,0,Kemak,Kemak,P,11736,2,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14157,12453ID,-2.24495,132.98754,12453,ID,bzp,0,Kemberano,Kemberano,P,NA,1,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
14158,12453ID,-2.24495,132.98754,12453,ID,jbj,7178,Arandai,Arandai: Kemberano,S,NA,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14159,12453ID,-2.24495,132.98754,12453,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14160,12479ID,-2.64784,140.3681,12479,ID,kmt,0,Kemtuik,Kemtuik,P,NA,1,4,N,4,NA,2008,1980-1993,N,Y,NA,4,Ethnic Religions
14161,12479ID,-2.64784,140.3681,12479,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14162,12623ID,1.845772639,115.1298612,12623,ID,xkl,0,"Kenyah, Mainstream","Kenyah, Mainstream",P,11150,6,4,N,4,NA,1978,2011,N,Y,NA,1,Christianity
14163,12622ID,1.13571,116.61136,12622,ID,xkl,0,"Kenyah, Mainstream","Kenyah, Mainstream",P,1978,6,4,N,4,NA,1978,2011,N,Y,NA,1,Christianity
14164,12624ID,0.013207137,116.2625251,12624,ID,xkl,0,"Kenyah, Mainstream","Kenyah, Mainstream",P,12973,6,4,N,4,NA,1978,2011,N,Y,NA,1,Christianity
14165,12625ID,2.91111,115.34578,12625,ID,xkl,0,"Kenyah, Mainstream","Kenyah, Mainstream",P,862,6,4,N,4,NA,1978,2011,N,Y,NA,1,Christianity
14166,12626ID,1.59061,116.651,12626,ID,whk,0,"Kenyah, Wahau","Kenyah, Wahau",P,10055,2,4,N,4,NA,1984-2014,Yes,N,N,918,1,Christianity
14167,15372ID,2.702683,115.881981,15372,ID,xky,0,Uma' Lasan,Uma' Lasan,P,1857,2,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14168,12631ID,-8.86955,121.2581,12631,ID,xxk,11867,Ke'o,Ke'o: Keo,P,56508,1,2,N,1,NA,NA,NA,N,N,NA,6,Islam
14169,12633ID,-8.5742,120.84363,12633,ID,kuk,0,Kepo',Kepo',P,7041,1,2,N,1,NA,NA,NA,N,N,NA,6,Islam
14170,12640ID,-2.063959625,101.3951361,12640,ID,kvr,0,Kerinci,Kerinci,P,NA,2,1,Y,3,NA,NA,2021,Y,Y,NA,6,Islam
14171,12640ID,-2.063959625,101.3951361,12640,ID,min,14086,Minangkabau,Minangkabau: Kerinci-Minangkabau,S,NA,5,1,Y,4,NA,1996-2010,1980-1990,Y,Y,402,6,Islam
14172,19534ID,-5.32378,140.62455,19534,ID,ktt,0,Ketum,Ketum,P,1189,1,4,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14173,12680ID,-3.621706663,103.2772334,12680,ID,pse,0,"Malay, Central","Malay, Central",P,93309,10,1,Y,4,NA,1995,Yes,Y,Y,NA,6,Islam
14174,12689ID,-7.95174,138.44794,12689,ID,kig,0,Kimaghima,Kimaghima,P,4939,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14175,12794ID,-4.461474046,139.6873254,12794,ID,kpq,0,Korupun-Sela,Korupun-Sela,P,4180,2,4,N,4,NA,2009-2010,1980-1985,N,Y,NA,1,Christianity
14176,12704ID,-4.98748,122.94607,12704,ID,ues,0,Kioko,Kioko,P,8412,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14177,12715ID,-2.98392,137.28005,12715,ID,kiy,0,Kirikiri,Kirikiri,P,467,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14178,10247ID,2.942836297,97.49179609,10247,ID,btz,0,Batak Alas-Kluet,Batak Alas-Kluet,P,58296,2,1,Y,3,NA,NA,2019,Y,N,NA,6,Islam
14179,12730ID,-6.47534,134.60824,12730,ID,kpd,0,Koba,Koba,P,1003,1,4,N,1,NA,NA,NA,N,N,NA,6,Islam
14180,12733ID,-3.39475,120.94425,12733,ID,vko,0,Kodeoha,Kodeoha,P,2298,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14181,12734ID,-9.62584,119.10789,12734,ID,kod,0,Kodi,Kodi,P,26166,1,4,N,2,NA,NA,NA,N,Y,NA,4,Ethnic Religions
14182,19533ID,-1.59012,111.95391,19533,ID,kkx,0,Kohin,Kohin,P,10398,1,4,N,2,NA,NA,NA,N,N,NA,4,Ethnic Religions
14183,12747ID,-2.13734,132.45308,12747,ID,xod,0,Kokoda,Kokoda,P,NA,1,4,N,2,NA,NA,NA,N,Y,NA,1,Christianity
14184,12750ID,-5.50929,134.58157,12750,ID,kvv,0,Kola,Kola,P,8532,1,2,N,3,NA,NA,2004-2010,N,Y,NA,6,Islam
14185,12752ID,-8.33658,124.9528,12752,ID,kvw,0,Wersing,Wersing,P,5123,1,4,N,3,NA,NA,2020,N,Y,NA,1,Christianity
14186,12759ID,-5.59451,139.88584,12759,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14187,12759ID,-5.59451,139.88584,12759,ID,tyn,0,Kombai,Kombai,P,NA,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14188,12761ID,-4.085278833,104.463008,12761,ID,kge,0,Komering,Komering,P,525667,2,1,Y,3,NA,NA,2000-2003,Y,Y,NA,6,Islam
14189,12762ID,-5.64942,134.74284,12762,ID,kvp,0,Kompane,Kompane,P,472,1,4,N,1,NA,NA,NA,N,N,NA,6,Islam
14190,12768ID,-8.58331,119.44481,12768,ID,kvh,0,Komodo,Komodo,P,1857,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14191,19541ID,-5.25974,140.21954,19541,ID,kzv,0,Komyandaret,Komyandaret,P,407,1,1,Y,2,NA,NA,NA,N,N,NA,4,Ethnic Religions
14192,12772ID,-1.76434,132.14816,12772,ID,knd,0,Konda,Konda,P,NA,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14193,12772ID,-1.76434,132.14816,12772,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14194,12780ID,-5.44511,120.33459,12780,ID,kjc,0,"Konjo, Coastal","Konjo, Coastal",P,233186,1,1,Y,4,NA,2015-2016,Yes,N,Y,NA,6,Islam
14195,12781ID,-5.23859,119.86042,12781,ID,kjk,0,"Konjo, Highland","Konjo, Highland",P,168385,1,1,Y,3,NA,NA,2020,Y,N,NA,6,Islam
14196,14828ID,-4.637294726,139.6211187,14828,ID,kpq,12295,Korupun-Sela,Korupun-Sela: Sela,P,7063,2,4,N,4,NA,2009-2010,1980-1985,N,Y,NA,1,Christianity
14197,12804ID,-5.23637,139.95937,12804,ID,khe,0,Korowai,Korowai,P,4402,1,2,N,3,NA,NA,2013-2019,N,Y,NA,4,Ethnic Religions
14198,12807ID,-3.7666,140.16726,12807,ID,kiq,0,Kosare,Kosare,P,368,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14199,13441ID,-0.1848,116.57226,13441,ID,mqg,0,"Malay, Kota Bangun Kutai","Malay, Kota Bangun Kutai",P,148460,1,1,Y,3,NA,NA,2020,Y,Y,NA,6,Islam
14200,12813ID,-5.41807,140.21783,12813,ID,kvz,0,Tsaukambo,Tsaukambo,P,954,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14201,19075ID,-8.38204,124.79122,19075,ID,kvd,0,Kui,Kui,P,2823,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14202,11273ID,-1.39413,120.03683,11273,ID,myl,0,Moma,Moma,P,9433,1,4,N,3,NA,NA,1939-2015,Y,Y,NA,1,Christianity
14203,12838ID,-4.60946,123.05592,12838,ID,vkl,0,Kulisusu,Kulisusu,P,25651,1,4,N,1,NA,NA,NA,N,Y,NA,6,Islam
14204,12844ID,-5.35075,123.14764,12844,ID,bhq,0,Tukang Besi South,Tukang Besi South,S,NA,1,1,Y,3,NA,NA,2020,Y,Y,NA,6,Islam
14205,12844ID,-5.35075,123.14764,12844,ID,khc,0,Tukang Besi North,Tukang Besi North,S,NA,1,1,Y,1,NA,NA,NA,N,Y,NA,6,Islam
14206,12844ID,-5.35075,123.14764,12844,ID,llm,0,Lasalimu,Lasalimu,S,NA,1,2,N,1,NA,NA,NA,N,N,NA,6,Islam
14207,12844ID,-5.35075,123.14764,12844,ID,xks,0,Kumbewaha,Kumbewaha,P,NA,1,1,Y,1,NA,NA,NA,N,Y,NA,6,Islam
14208,13442ID,-10.25768,123.58196,13442,ID,mkn,5104,"Malay, Kupang","Malay, Kupang: Kupang",P,277847,1,4,N,4,NA,2007-2016,1999-2002,N,Y,1287,1,Christianity
14209,12866ID,-4.41661,140.4056,12866,ID,xte,0,Ketengban,Ketengban,P,13463,1,4,N,4,NA,1997-2019,1985-2002,Y,Y,NA,1,Christianity
14210,12868ID,-5.34184,131.98869,12868,ID,kuv,0,Kur,Kur,P,4288,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14211,18747ID,-4.097278979,138.9445463,18747,ID,dni,9113,"Dani, Lower Grand Valley","Dani, Lower Grand Valley: Lower Grand Valley Hitig",P,8463,2,5,N,4,NA,1988-1994,1970-1994,N,Y,NA,1,Christianity
14212,12880ID,-1.85406,137.04585,12880,ID,kjr,0,Kurudu,Kurudu,P,NA,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14213,12880ID,-1.85406,137.04585,12880,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14214,13445ID,0.32263,117.32275,13445,ID,vkt,0,"Malay, Tenggarong Kutai","Malay, Tenggarong Kutai",P,241804,1,1,Y,3,NA,NA,2020,Y,N,NA,6,Islam
14215,12915ID,-5.11502,139.91189,12915,ID,kwr,0,Kwer,Kwer,P,156,2,4,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14216,12922ID,-2.2137,138.48618,12922,ID,kwe,0,Kwerba,Kwerba,P,3543,2,4,N,3,NA,NA,1984-2001,N,Y,NA,4,Ethnic Religions
14217,12924ID,-3.0595,138.26435,12924,ID,tcq,0,Kaiy,Kaiy,P,NA,2,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
14218,12926ID,-2.02144,138.8549,12926,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14219,18953ID,-2.18149,139.29218,18953,ID,kuc,0,Kwinsu,Kwinsu,P,612,1,1,Y,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14220,19077ID,-3.70755,128.07305,19077,ID,lhh,0,Laha,Laha,P,NA,1,3,N,1,NA,NA,NA,N,N,NA,1,Christianity
14221,12951ID,-6.3503,120.47869,12951,ID,lji,0,Laiyolo,Laiyolo,P,1020,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14222,12965ID,-8.206023805,122.7868488,12965,ID,slp,0,Lamaholot,Lamaholot,P,210752,2,4,N,2,NA,NA,NA,N,Y,NA,1,Christianity
14223,18968ID,-8.54847,123.42843,18968,ID,lmr,0,Lamalera,Lamalera,P,4794,1,1,Y,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14224,18967ID,-8.39745,123.58098,18967,ID,lmq,0,Lamatuka,Lamatuka,P,4794,1,3,N,3,NA,NA,2022,Y,N,NA,1,Christianity
14225,12969ID,-9.71397,119.34171,12969,ID,lmy,0,Lamboya,Lamboya,P,34615,1,4,N,2,NA,NA,NA,N,Y,NA,1,Christianity
14226,12974ID,-8.43217,124.05913,12974,ID,lev,12742,"Pantar, Western","Pantar, Western: Lamma",P,16635,1,4,N,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
14227,10140ID,-4.59092,105.26235,10140,ID,abl,0,Lampung Nyo,Lampung Nyo,P,210267,1,1,Y,3,NA,NA,2019,Y,N,NA,6,Islam
14228,12976ID,-5.70446416,105.7341159,12976,ID,ljp,0,Lampung Api,Lampung Api,P,578233,6,1,Y,4,NA,2002,1999-2000,Y,Y,NA,6,Islam
14229,14465ID,-5.221208458,105.1655269,14465,ID,ljp,0,Lampung Api,Lampung Api,P,115648,6,1,Y,4,NA,2002,1999-2000,Y,Y,NA,6,Islam
14230,15124ID,-5.73463,105.03657,15124,ID,ljp,0,Lampung Api,Lampung Api,P,105134,6,1,Y,4,NA,2002,1999-2000,Y,Y,NA,6,Islam
14231,20287ID,-4.470237,104.665738,20287,ID,ljp,0,Lampung Api,Lampung Api,P,46259,6,1,Y,4,NA,2002,1999-2000,Y,Y,NA,6,Islam
14232,10767ID,1.01515,109.34544,10767,ID,bei,0,Bakati',Bakati',P,6630,1,2,N,3,NA,NA,1986,N,Y,NA,4,Ethnic Religions
14233,10796ID,1.03431,109.7555,10796,ID,byd,0,Benyadu',Benyadu',P,65391,1,2,N,3,NA,NA,1952,Y,Y,NA,4,Ethnic Religions
14234,11580ID,0.22567,110.60331,11580,ID,djo,0,Jangkang,Jangkang,P,44805,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14235,12616ID,0.69542,110.52011,12616,ID,xem,0,Kembayan,Kembayan,P,13845,1,4,N,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
14236,12994ID,1.25727,109.86461,12994,ID,lra,0,"Bakati', Rara","Bakati', Rara",P,15086,2,4,N,3,NA,NA,1989,N,Y,NA,4,Ethnic Religions
14237,14557ID,-0.04245,110.52839,14557,ID,rir,0,Ribun,Ribun,P,85732,1,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
14238,12998ID,-3.75381,127.94991,12998,ID,alo,0,Larike-Wakasihu,Larike-Wakasihu,P,12757,1,2,N,1,NA,NA,NA,N,N,NA,6,Islam
14239,13001ID,-5.22541,123.11594,13001,ID,llm,0,Lasalimu,Lasalimu,P,2338,1,2,N,1,NA,NA,NA,N,N,NA,6,Islam
14240,13010ID,0.34003,120.21237,13010,ID,law,0,Lauje,Lauje,P,59333,1,4,N,4,NA,2011,Yes,N,Y,NA,6,Islam
14241,13011ID,-9.43845,119.1986,13011,ID,lur,0,Laura,Laura,P,14062,1,2,N,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
14242,19774ID,-2.16071,120.33213,19774,ID,lje,0,Rampi,Rampi,P,11896,1,4,N,4,NA,2017,2011,Y,Y,NA,1,Christianity
14243,13019ID,-0.30624,130.72945,13019,ID,lcc,0,Legenyem,Legenyem,P,NA,1,4,N,1,NA,NA,NA,N,Y,NA,6,Islam
14244,13019ID,-0.30624,130.72945,13019,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14245,13027ID,-3.278136875,103.8379834,13027,ID,mui,12855,Musi,Musi: Lematang,P,320633,7,1,Y,3,NA,NA,2019,Y,Y,NA,6,Islam
14246,13028ID,-3.286873833,102.8702125,13028,ID,liw,12856,Col,Col: Lembak,P,242514,2,1,Y,3,NA,NA,2020,Y,Y,NA,6,Islam
14247,19773ID,-8.49783,123.53131,19773,ID,lmf,0,"Lembata, South","Lembata, South",P,NA,1,4,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14248,19773ID,-8.49783,123.53131,19773,ID,slp,0,Lamaholot,Lamaholot,S,NA,2,4,N,2,NA,NA,NA,N,Y,NA,1,Christianity
14249,18966ID,-8.50246,123.31517,18966,ID,lmj,0,"Lembata, West","Lembata, West",P,9584,1,1,Y,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14250,13031ID,-2.63133,120.27109,13031,ID,ley,0,Limola,Limola,P,2885,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
14251,13042ID,-4.08899,140.43565,13042,ID,lpe,0,Lepki,Lepki,P,814,1,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
14252,18969ID,-8.47339,123.43289,18969,ID,lvu,0,Levuka,Levuka,P,4794,1,3,N,1,NA,NA,NA,N,N,NA,1,Christianity
14253,18970ID,-8.34007,123.65376,18970,ID,lwe,0,Lewo Eleng,Lewo Eleng,P,4794,1,3,N,1,NA,NA,NA,N,N,NA,1,Christianity
14254,21003ID,-8.553,122.74,21003,ID,lwt,0,Lewotobi,Lewotobi,P,6379,1,1,Y,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
14255,13071ID,-8.65809,121.84607,13071,ID,ljl,0,Li'o,Li'o,P,124499,1,5,N,3,NA,NA,2022,Y,N,NA,1,Christianity
14256,13052ID,-3.11212,129.88625,13052,ID,ste,0,Liana-Seti,Liana-Seti,P,4746,1,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
14257,13059ID,-1.605089,138.727676,13059,ID,pmy,0,"Malay, Papuan","Malay, Papuan",S,NA,1,1,Y,3,NA,NA,2013-2017,Y,Y,2690,6,Islam
14258,13067ID,-1.3167,120.06683,13067,ID,klw,0,Tado,Tado,P,3132,1,3,N,3,NA,NA,2014,Y,Y,NA,1,Christianity
14259,13070ID,-3.789016083,102.9019355,13070,ID,pse,12976,"Malay, Central","Malay, Central: Lintang",P,221527,10,1,Y,4,NA,1995,Yes,Y,Y,NA,6,Islam
14260,13073ID,-2.94721,128.12768,13073,ID,lcs,0,Lisabata-Nuniali,Lisabata-Nuniali,P,3314,1,2,N,1,NA,NA,NA,N,N,NA,6,Islam
